Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8300,US-2014-103338,3/11/2014,3/15/2014,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0.0,2.0748
5406,US-2016-143280,2/22/2016,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208
5877,CA-2014-152443,5/21/2014,5/26/2014,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514
6719,CA-2016-134789,4/8/2016,4/15/2016,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92,4,0.0,31.984
9121,US-2016-155971,6/6/2016,6/12/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,99.9,5,0.0,46.953
5093,CA-2015-119102,5/23/2015,5/27/2015,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.0,13.8915
6111,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,7,0.3,-21.0686
3832,US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649
8610,CA-2014-151946,6/4/2014,6/9/2014,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196
4338,CA-2015-125234,11/27/2015,12/1/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,0.0,22.6737
9616,CA-2014-128524,11/11/2014,11/13/2014,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.584,2,0.2,762.594
1448,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,0.2,5.998
1955,CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214
6648,US-2016-127334,12/15/2016,12/21/2016,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,97477,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168
1425,CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,5,0.2,23.0965
5440,CA-2016-167115,4/4/2016,4/9/2016,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995
5399,CA-2016-163202,9/27/2016,10/2/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,0.7,-2.0349
7435,CA-2015-148180,7/26/2015,7/31/2015,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3,0.2,3.0861
2960,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,0.0,21.5824
2984,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
9861,CA-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356
3715,CA-2014-135608,12/8/2014,12/10/2014,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,0.0,21.0128
2758,CA-2016-127775,6/11/2016,6/13/2016,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0.0,71.991
1241,CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0.0,10.7912
3819,CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,0.0,306.4894
1349,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0.0,25.098
1592,US-2016-132423,4/15/2016,4/19/2016,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145
5008,CA-2015-169796,11/9/2015,11/14/2015,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498
4234,CA-2017-100223,7/5/2017,7/10/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.316,1,0.8,-10.4214
9704,CA-2017-147032,7/31/2017,8/4/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,849.95,5,0.0,390.977
5194,CA-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7,0.0,40.4012
3142,US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272
4620,CA-2017-145219,12/24/2017,12/25/2017,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,0.2,1007.9832
9194,CA-2015-141810,11/2/2015,11/7/2015,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.7792
2101,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,0.2,-15.9102
8547,CA-2016-119074,3/27/2016,3/31/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0.0,15.9446
1003,CA-2015-124891,7/31/2015,7/31/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752
1197,US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988
9391,CA-2015-163734,6/19/2015,6/24/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.3075
5813,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,3,0.2,185.997
2964,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074
9691,CA-2017-140536,4/4/2017,4/5/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10035,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0.0,2.0416
6811,CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585,1,0.7,-18.0385
646,CA-2017-126221,12/30/2017,1/5/2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0.0,56.511
8847,CA-2017-156664,12/18/2017,12/23/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,5,0.2,29.692
8154,CA-2017-140151,3/23/2017,3/25/2017,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,13999.96,4,0.0,6719.9808
2509,CA-2017-163902,3/2/2017,3/8/2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582
7871,CA-2017-122112,9/25/2017,9/29/2017,Standard Class,CA-11965,Carol Adams,Corporate,United States,Lakewood,Ohio,44107,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,24.448,4,0.2,8.8624
3515,CA-2017-140326,9/4/2017,9/6/2017,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",6.912,3,0.2,0.864
1152,CA-2015-113971,5/8/2015,5/14/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528
7613,US-2015-130491,2/8/2015,2/11/2015,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Garden City,Kansas,67846,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",5.81,1,0.0,1.8011
5786,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6,0.2,4.3956
2657,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0.0,65.435
7383,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0.0,5.07
1828,CA-2016-109344,2/8/2016,2/11/2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973
3976,CA-2016-167556,3/29/2016,4/2/2016,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,41.328,7,0.2,14.9814
9485,CA-2016-164770,12/2/2016,12/4/2016,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,77036,Central,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,781.864,10,0.32,-137.976
8094,CA-2017-133046,7/27/2017,8/1/2017,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072
1084,US-2016-143819,3/1/2016,3/5/2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.1348
1865,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
1684,CA-2016-147585,11/7/2016,11/12/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0.0,6.2244
2074,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931
9888,CA-2017-169607,10/12/2017,10/15/2017,First Class,CA-12265,Christina Anderson,Consumer,United States,New York City,New York,10024,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.96,2,0.0,4.6812
6737,CA-2016-123358,4/10/2016,4/17/2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,0.0,81.1314
2871,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,3,0.2,23.235
1740,CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer (Updated),Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0.0,46.602
9552,CA-2015-147690,11/10/2015,11/14/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,577.584,6,0.2,43.3188
1617,CA-2015-130022,8/10/2015,8/16/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872
514,CA-2017-163405,12/21/2017,12/25/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.7901
8582,CA-2014-130673,5/20/2014,5/22/2014,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.368,2,0.2,3.6288
7758,CA-2017-112844,11/13/2017,11/16/2017,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,14215,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,0.0,12.208
8564,US-2017-108315,4/30/2017,5/4/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,32771,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.842,3,0.7,-3.5508
8628,CA-2015-164084,9/7/2015,9/12/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90.0,5,0.0,16.2
2622,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18.45,5,0.0,8.6715
3077,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229
9684,CA-2017-122770,12/13/2017,12/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,8,0.0,54.2808
8804,CA-2014-157644,12/31/2014,1/1/2015,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",34.77,3,0.0,11.4741
1859,CA-2015-121608,9/3/2015,9/5/2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528
2305,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704
5853,CA-2015-121783,11/10/2015,11/14/2015,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568
7413,CA-2017-121125,5/30/2017,6/3/2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,Central,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
2572,CA-2017-109778,7/16/2017,7/21/2017,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2,0.2,0.91
9899,CA-2016-112830,6/6/2016,6/10/2016,Standard Class,LP-17095,Liz Preis,Consumer,United States,Fairfield,Ohio,45014,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",82.64,2,0.2,0.0
6452,CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,1,0.0,2.211
5983,CA-2016-114895,11/21/2016,11/28/2016,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.3504
8063,CA-2016-132997,11/7/2016,11/9/2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,263.96,4,0.0,71.2692
1701,CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
1716,CA-2016-154788,4/30/2016,5/4/2016,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
8764,CA-2016-112578,12/29/2016,1/2/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,27.96,2,0.0,7.2696
1757,CA-2015-135622,12/8/2015,12/11/2015,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36
9379,CA-2016-117625,5/10/2016,5/15/2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois,60610,Central,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7.072,2,0.2,2.3868
1849,CA-2017-128370,9/10/2017,9/10/2017,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
3147,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
6463,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,0.0,23.5764
9123,CA-2017-162250,11/24/2017,11/24/2017,Same Day,PR-18880,Patrick Ryan,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",7.78,1,0.0,3.501
3386,CA-2017-148404,10/7/2017,10/11/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3256
6296,CA-2014-141313,12/28/2014,1/1/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1737.18,6,0.0,503.7822
5821,CA-2017-117632,5/12/2017,5/18/2017,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,0.0,4.7724
948,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,0.2,-12.9122
